number,name,serving_size,calories,total_fat,saturated_fat,cholesterol,protein,carbohydrate,fiber,sugars,lactose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,water
3187,"Bread,  commercially prepared",100,252,3.5,0.7,0,12.45,42.71,6,4.34,0.01,3.5,0.722,0.62,1.592,39.01
891,"Ice creams,  rich",100,251,17,10,0.06,4.72,19.78,0.9,17.35,0,16.98,10.377,4.794,0.658,57.52
2114,"WORTHINGTON Leanies,  unprepared",100,251,17,2.8,0.003,19.5,6.1,3.8,1.2,0,16.5,2.8,6.2,7.3,54.3
4469,"WORTHINGTON Smoked Turkey Roll,  unprepared",100,251,16,2.3,0,18.5,7.9,1.1,2.4,0,16.1,2.3,3.9,8.9,53.7
7038,"Fast foods,  with condiments and vegetables",100,251,13,5.3,0.036,12.8,21.2,0,0,0,12.7,5.251,4.704,1.601,51.2
1459,"Cream substitute,  liquid",100,251,14,2.6,0,0.69,35.07,1.1,33.04,0,13.5,2.635,4.002,6.269,50.06
1388,"Walrus,  dried (Alaska Native)",100,251,2.6,,0,57,0,0,0,0,2.6,0,0,0,38.8
110,"Spices,  black",100,251,3.3,1.4,0,10.39,63.95,25.3,0.64,0,3.26,1.392,0.739,0.998,12.46
3465,"Alcoholic beverage,  86 proof",100,250,0,,0,0,0.1,0,0.1,0,0,0,0,0,63.9
4331,"Salad dressing,  with salt",100,250,22,3.4,0.019,0.65,14.78,0,10.02,0,21.6,3.396,5.053,12.187,61.22
1758,"Beef,  canned",100,250,15,6.2,0.086,27.1,0,0,0,0,14.93,6.18,5.96,0.63,57.72
1617,"BURGER KING,  with cheese",100,250,15,5.8,0.036,11.19,16.7,1,4.11,0.07,15.33,5.782,5.058,3.784,54.92
2958,"Restaurant,  sweet and sour chicken",100,250,13,1.9,0.027,10.1,23.86,1,11.47,0,12.65,1.933,2.717,6.419,52.17
3389,"Restaurant,  assorted",100,250,12,2.1,0.016,8.28,27.29,2.6,0,0,11.94,2.116,3.036,5.601,50.6
979,"Corn dogs,  prepared",100,250,12,3.5,0.044,8.57,26.96,1,7.54,0,12.02,3.466,4.732,3.354,50.32
5156,"Fast foods,  plain with pickles",100,250,11,2.1,0.035,16.28,20.89,1.4,3.64,0,11.19,2.123,4.481,3.177,48.94
3584,"McDONALD'S,  Premium Crispy Chicken Club Sandwich",100,250,12,3.3,0.038,15.38,22.61,1.2,4.99,0,11.76,3.333,4.223,3.557,48.02
3578,"KELLOGG'S,  Cinnamon",100,250,6.9,1.9,0.024,4.8,42.6,1,16.2,0,6.9,1.9,1.8,2.7,42.44
234,"Bread,  pumpernickel",100,250,3.1,0.4,0,8.7,47.5,6.5,0.53,0,3.1,0.437,0.932,1.237,37.9
550,"Bagels,  wheat",100,250,1.5,,0,10.2,48.89,4.1,6.12,0,1.53,0,0.29,0.936,37.55
2016,"CHICK-FIL-A,  chicken sandwich",100,249,11,2.1,0.035,16.28,20.89,1.4,3.64,0,11.19,2.123,4.481,3.177,48.94
1510,"Focaccia,  plain",100,249,7.9,0.9,0,8.77,35.82,1.8,1.75,0,7.89,0.877,5.67,0.994,45.91
6392,"Chicken,  heated (microwave)",100,248,14,3.7,0.156,25.34,3.84,0.9,2.1,0,13.9,3.655,6.297,2.599,53.89
4320,"PIZZA HUT 14"" Super Supreme Pizza,  Hand-Tossed Crust",100,248,11,4.2,0.028,11.34,26.01,2.3,3.04,0.14,10.95,4.217,3.805,1.875,49.15
716,"Cheese substitute,  mozzarella",100,248,12,3.7,0,11.47,23.67,0,23.67,0,12.22,3.711,6.243,1.738,47.36
4067,"VAN'S,  Totally Original Waffles",100,248,8.2,0.8,0,2.99,40.54,0,1.73,0,8.22,0.781,4.456,2.375,46.22
7206,"Bread,  and/or tapioca",100,248,5.2,1,0,4.31,45.78,4.3,3.53,0,5.24,0.977,2.009,0.516,42.99
348,"Bread,  wheat bran",100,248,3.4,0.8,0,8.8,47.8,4,9.68,0,3.4,0.779,1.618,0.649,37.8
7350,"Cereals ready-to-eat,  Honey Squares",100,248,2.6,0.4,0,4.8,85.19,38.5,10.8,0,2.59,0.4,0.7,1.39,2.2
558,"Bologna,  pork",100,247,20,6.8,0.059,15.3,0.73,0,0,0,19.87,6.839,9.732,2.107,60.6
1125,"Fast foods,  plain",100,247,15,5.2,0.045,10.6,18.4,0,0,0,14.84,5.213,6.993,1.741,53.96
5482,"DIGIORNO Pizza,  baked",100,247,9.9,4.6,0.021,12.96,26.47,3,0,0,9.91,4.601,2.736,1.158,48.15
1556,"PEPPERIDGE FARM,  Deli Swirl Bread",100,247,3.1,0.9,0,0.01,44.7,4.7,2.8,0,3.1,0.9,0.6,1.6,40.28
3597,"School Lunch,  whole grain breaded",100,246,14,2.6,0.036,17.64,12.5,2.3,0.55,0,13.93,2.642,4.396,6.593,53.84
379,"Marmalade,  orange",100,246,0,,0,0.3,66.3,0.7,60,0,0,0,0,0,33.2
99,Ham and cheese spread,100,245,19,8.6,0.061,16.18,2.28,0,0,0,18.53,8.62,7.08,1.38,59.13
4953,"WORTHINGTON Meatless Corned Beef Roll,  unprepared",100,245,15,2.3,0.001,18.6,9.9,0,2.1,0,14.5,2.3,3.5,8.6,54.1
2916,"KELLOGG,  Buttermilk Pancake",100,245,8,1.3,0.011,5.3,38.6,1,10,0,8,1.3,2,4.4,45.6
2513,"KELLOGG'S,  Blueberry",100,245,7.4,1.2,0.015,5.3,39.9,1,10.1,0,7.4,1.2,1.6,3.8,44.94
1373,"Nuts,  roasted",100,245,2.2,0.4,0,3.17,52.96,5.1,10.6,0,2.2,0.414,0.759,0.869,40.48
1725,"Bread,  protein (includes gluten)",100,245,2.2,0.3,0,12.1,43.8,3,1.44,0,2.2,0.332,0.183,1.009,40
1441,"English muffins,  whole grain white",100,245,1.8,,0,7.02,50.17,3.5,1.75,0,1.75,0,0,0,39.48
6719,"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza,  Classic Hand-Tossed Crust",100,244,11,4.4,0.02,10.33,25.72,2,3.3,0.33,11.1,4.386,3.627,1.425,50.77
948,"McDONALD'S,  QUARTER POUNDER",100,244,12,4,0.039,14.1,22.17,1.6,5.13,0.07,11.55,4.008,4.202,0.283,50.37
4130,"McDONALD'S,  Premium Crispy Chicken Ranch BLT Sandwich",100,244,9.6,2,0.03,14.7,24.93,1.4,5.53,0,9.55,1.971,3.773,3.231,48.61
7380,"LITTLE CAESARS 14"" Original Round Meat and Vegetable Pizza,  Regular Crust",100,243,11,4.6,0.031,12.12,23.1,2.1,3.74,0.07,11.35,4.561,4.063,1.72,51.1
4278,"PIZZA HUT 12"" Super Supreme Pizza,  Hand-Tossed Crust",100,243,11,4.6,0.02,10.9,25.62,2,3.71,0.28,10.72,4.554,3.953,1.729,50.2
2231,"WENDY'S,  without cheese",100,243,8.8,3.5,0.027,12.62,28.45,1.7,0,0,8.75,3.466,3.531,1.116,48.25
3280,HORMEL Pillow Pak Sliced Turkey Pepperoni,100,243,12,3.5,0.123,30.99,3.78,0,0,0,11.52,3.52,4.65,3.32,47.84
3630,"McDONALD'S,  FILET-O-FISH (without tartar sauce)",100,243,7.6,1.8,0.025,12.47,31.08,1,4.27,0,7.62,1.773,2.768,2.323,46.9
405,"Bread,  rice bran",100,243,4.6,0.7,0,8.9,43.5,4.9,4.67,0,4.6,0.709,1.654,1.76,41
4669,"PILLSBURY,  refrigerated dough",100,243,2.9,0.7,0,8.59,46.35,2.6,5.06,0,2.88,0.67,0,0,38.82
1782,"English muffins,  toasted",100,243,2.1,0.3,0,9.4,48.7,5,1.7,0,2.1,0.312,0.305,0.906,37.2
7187,"Chicken,  heated (conventional oven)",100,242,15,4,0.136,22.24,3.36,0.5,1.94,0,14.87,3.966,6.737,2.838,57.25
3598,"Sea lion,  meat with fat (Alaska Native)",100,242,15,2.9,0.066,22.1,5.55,0,0,0,14.65,2.9,3.3,3,56.8
6193,"Frozen novelties,  Stickless Bar",100,242,13,10,0.008,5.2,25.98,3.9,8.64,0,13,10.4,0,0,54.69
5823,"Crustaceans,  breaded and fried",100,242,12,2.1,0.138,21.39,11.47,0.4,0.8,0,12.28,2.087,3.812,5.085,52.86
2490,"ARBY'S,  classic",100,242,10,3.4,0.03,15.17,22.21,1.3,3.84,0,10.3,3.399,3.987,1.762,49.91
992,"Jams and preserves,  apricot",100,242,0.2,,0,0.7,64.4,0.3,43.4,0,0.2,0.01,0,0,34.5
952,Ham and cheese loaf or roll,100,241,19,7,0.058,13.6,4,0,0,0,18.7,6.966,8.59,2.022,60.3
4492,"HOT POCKETS Ham 'N Cheese Stuffed Sandwich,  frozen",100,241,9.1,3.5,0.023,9.16,30.55,1.5,7.6,2.37,9.14,3.545,2.547,1.936,48.96
3608,"HEINZ,  frozen",100,241,6.9,1.4,0.047,4.4,40.3,2.1,16.8,0,6.9,1.4,2,2.9,47.3
288,"Bagels,  multigrain",100,241,1.2,,0.006,9.9,47.47,6.2,8.66,0,1.24,0,0.314,0.7,39.4
4775,"Beef,  baked",100,240,14,5.5,0.088,25.93,0,0,0,0,14.36,5.497,6.222,0.452,58.98
3163,"Chicken tenders,  prepared",100,240,14,2.4,0.036,14.62,14.86,1.7,0.57,0,13.58,2.437,4.081,6.235,54.83
4888,"Cheese product,  reduced fat",100,240,14,8.9,0.053,17.6,10.6,0,8.02,0,14.1,8.85,4.13,0.41,51.8
8136,"Cheese product,  fortified with vitamin D",100,240,14,8.9,0.053,17.6,10.6,0,8.02,0,14.1,8.85,4.13,0.41,51.8
3733,"PAPA JOHN'S 14"" The Works Pizza,  Original Crust",100,240,10,3.8,0.021,10.27,26.69,2.5,4.84,0.16,10.21,3.765,3.652,1.877,50.57
6006,"School Lunch,  frozen",100,240,10,3.5,0.02,10.39,26.99,2,5.87,0.75,10.04,3.47,2.47,2.98,50.2
1062,Ice cream cookie sandwich,100,240,7.4,1.7,0.006,3.7,39.6,1.2,21.3,0,7.4,1.663,4.15,0.847,48.7
4422,"McDONALD'S,  McCHICKEN Sandwich (without mayonnaise)",100,240,8.5,1.6,0.022,11.08,30.95,1.4,4.16,0,8.46,1.636,3.405,2.881,47.43
2526,"Lean Pockets,  Meatballs & Mozzarella",100,240,7.7,3.1,0.02,10.49,32.28,2,8.81,1.25,7.7,3.087,1.971,1.479,46.94
4335,"SCHAR,  Classic White Bread",100,240,4.5,1,0,3.81,46.13,5.1,3.34,0,4.47,0.977,2.009,0.516,43.87
6084,"English muffins,  raisin-cinnamon (includes apple-cinnamon)",100,240,1.8,0.5,0,7.91,48.1,2.6,14.76,0,1.8,0.54,0.846,0.339,40.6
141,"Ham,  canned",100,239,19,6.3,0.049,16.06,0.26,0,0,0,18.83,6.291,9.161,2.06,60.77
1935,"Pheasant,  total edible",100,239,12,3.9,0.089,32.4,0,0,0,0,12.1,3.908,5.627,1.185,54.2
2667,"Cheese,  imitation",100,239,14,8.8,0.036,16.7,11.6,0,7.74,0,14,8.79,4.102,0.409,53.1
5076,"Frozen novelties,  SLIM-A-BEAR Vanilla Sandwich",100,239,5.9,3.3,0.004,3.9,42.75,4.3,21.82,0,5.85,3.25,0,0,46.65
6179,"Pancakes,  microwave (includes buttermilk)",100,239,4.7,0.9,0,5.88,43.33,2.5,7.06,0.85,4.73,0.855,2.453,0.965,43.8
2198,"SCHAR,  Classic White Rolls",100,239,2.7,0.2,0,3.34,50.47,5.1,6.87,0,2.65,0.215,1.353,0.637,42
7155,"Rolls,  and corn starch",100,239,2.7,0.2,0,3.34,50.47,5.1,6.87,0,2.65,0.215,1.353,0.637,42
2481,"Bread,  whole wheat",100,239,1,,0,8.33,49.1,4.2,0,0,1.04,0,0.18,0.576,39.81
1599,"Salad dressing,  light",100,238,22,3.4,0.016,0.37,9.23,0,3.56,0,22.22,3.446,5.01,12.993,66.13
783,"Beerwurst,  pork",100,238,19,6.3,0.059,14.24,2.06,0,0,0,18.8,6.28,8.98,2.36,61.46
3701,"Goose,  roasted",100,238,13,4.6,0.096,28.97,0,0,0,0,12.67,4.56,4.34,1.54,57.23
5784,"Lamb,  pan-fried",100,238,13,4.9,0.493,25.53,3.78,0,0,0,12.65,4.9,2.64,1.89,56.2
4275,"MORNINGSTAR FARMS Grillers Prime,  unprepared",100,238,13,1.6,0.001,24,5.9,2.6,0.3,0,13.2,1.6,5.6,6,54.3
295,"Bread,  white wheat",100,238,2.2,0.6,0,10.66,43.91,9.2,5,0,2.15,0.63,0.393,0.973,39.6
2695,"Vanilla extract,  alcohol",100,237,0,,0,0.05,2.41,0,0,0,0,0,0,0,64.46
2590,"Sauce,  prepared from recipe",100,237,18,,0,12.8,5.46,1.7,0,0,18.2,0,0,0,59.66
2981,"Chicken,  stewed",100,237,12,3.1,0.083,30.42,0,0,0,0,11.89,3.1,4.05,2.83,56.35
2108,"Alcoholic beverage,  canned",100,237,7.6,6.6,0,0.6,27.6,0.1,0,0,7.6,6.571,0.442,0.137,54.9
4414,"Pie,  unenriched flour",100,237,11,3.8,0,1.9,34,1.6,0,0,11,3.797,4.388,2.198,52.2
4689,"Pie,  enriched flour",100,237,11,3.8,0,1.9,34,1.6,15.65,0,11,3.797,4.388,2.198,52.2
269,Ice cream sandwich,100,237,8.6,2.3,0.021,4.29,37.14,0,18.57,0,8.57,2.317,2.661,2.272,48.9
3895,"Beans,  sweetened",100,237,0,,0,3.8,55.01,0,0,0,0.03,0.011,0.003,0.006,40.58
6119,"Tortilla,  includes plain and from mutton sandwich (Navajo)",100,237,1,0.3,0,7.28,49.94,2.4,2.75,0,0.95,0.296,0.185,0.391,39.96
2897,"Plantains,  Latino restaurant",100,236,7.5,1.8,0,1.42,40.77,3.2,21.76,0,7.51,1.816,2.319,2.275,49.04
6736,"MORNINGSTAR FARMS Italian Herb Chik'n Pattie,  unprepared",100,236,7,0.8,0,13.6,31.1,3.4,1.5,0,7,0.8,1.3,4.8,46.9
451,"Bread,  oat bran",100,236,4.4,0.7,0,10.4,39.8,4.5,7.7,0,4.4,0.697,1.59,1.694,44
1301,"Rolls,  oat bran",100,236,4.6,0.6,0,9.5,40.2,4.1,6.67,0,4.6,0.619,1.488,1.568,44
2217,"Sausage,  mild",100,235,18,3.8,0.16,15.42,1.56,0,0,0,18.09,3.839,5.158,4.657,63.12
964,"Sandwich spread,  beef",100,235,17,6,0.038,7.66,11.94,0.2,0,0,17.34,5.977,7.584,2.565,60.28
438,"Olive loaf,  pork",100,235,17,5.9,0.038,11.8,9.2,0,0,0,16.5,5.85,7.87,1.93,58.2
5536,"Turnover,  unprepared",100,235,9.5,4.7,0.02,10.24,27.29,1.6,7.87,0,9.45,4.724,3.014,1.14,50.38
7324,"MORNINGSTAR FARMS Pizza,  unprepared",100,235,6.9,2.7,0.012,10.6,36.9,5.2,3.3,0,6.9,2.7,2.2,1.2,44.9
6848,"English muffins,  without calcium propionate (includes sourdough)",100,235,1.8,0.3,0,7.7,46,2.7,0,0,1.8,0.259,0.302,0.888,42.1
6996,"English muffins,  with calcium propionate (includes sourdough)",100,235,1.8,0.3,0,7.7,46,2.7,0,0,1.8,0.259,0.302,0.888,42.1
6997,"English muffins,  without calcium propionate(includes sourdough)",100,235,1.8,0.3,0,7.7,46,2.7,0,0,1.8,0.259,0.302,0.888,42.1
3600,"English muffins,  mixed-grain (includes granola)",100,235,1.8,0.2,0,9.1,46.3,2.8,0.81,0,1.8,0.23,0.827,0.559,40.2
1593,"Chicken,  fried",100,234,13,1.1,0,21.28,8.51,4.3,0,0,12.77,1.13,3.226,4.581,56.44
3475,"DENNY'S,  fried",100,234,12,2.1,0.037,13.75,17.41,1,0.4,0,12.16,2.139,2.608,6.11,54.66
1688,"Mutton,  roasted (Navajo)",100,234,11,5.1,0.109,33.43,0.08,0,0,0,11.09,5.142,4.459,0.814,54
2983,"McDONALD'S,  BIG MAC (without Big Mac Sauce)",100,234,12,4.2,0.035,12.79,21.01,1.7,3.7,0.35,11.57,4.162,3.802,0.334,52.76
2014,"Syrups,  pancake",100,234,0,,0,0,61.47,0,21.47,0,0,0,0,0,37.98
1053,"Frankfurter,  low fat",100,233,9.5,1.5,0.04,12,1.6,0,0.85,0,9.5,1.526,3.806,0.233,63.8
71,"Frankfurter,  meatless",100,233,14,1.7,0,19.61,7.7,3.9,0,0,13.73,1.653,2.54,5.415,58
2353,"Fast foods,  with egg and ham",100,233,14,3.1,0.156,10.64,16.37,0.4,2.2,0,14.08,3.08,5.71,4.01,56.6
1860,"BURGER KING,  no cheese",100,233,13,4.3,0.03,10.74,18.55,1.8,4.22,0,12.84,4.25,4.685,3.389,56.43
4798,"Salad dressing,  without salt",100,233,13,1.1,0,0.58,29.28,1.1,28.45,0,13.46,1.099,5.898,5.029,54.28
5992,"Pancakes plain,  ready-to-heat (includes buttermilk)",100,233,6.8,1.2,0.018,5.23,37.75,1,8.32,0,6.83,1.162,1.554,3.831,48.37
3753,"Salad dressing,  soybean",100,232,19,3.3,0.024,0.3,16,0,6,0,19.2,3.3,4.5,10.6,62.7
1245,"Picnic loaf,  beef",100,232,17,6.1,0.038,14.92,4.76,0,0,0,16.64,6.07,7.68,1.89,60.2
5404,"Restaurant,  pupusas del cerdo (pupusas",100,232,10,3.2,0.029,11.51,23.02,2.6,1.45,0,10.43,3.166,3.964,2.205,53.12
4333,"MORNINGSTAR FARMS Buffalo Wings,  unprepared",100,232,11,1.7,0,14.1,22.6,4.8,2.8,0,11,1.7,3.2,5.6,49.3
3783,"GEORGE WESTON BAKERIES,  Thomas English Muffins",100,232,1.8,0.3,0,8,46,0,0,0,1.8,0.308,0.303,0.92,42.6
2742,"Alcoholic beverage,  80 proof",100,231,0,,0,0,0,0,0,0,0,0,0,0,66.6
2993,"Mayonnaise,  low calorie or diet",100,231,19,3.3,0.024,0.3,16,0,4.2,0,19.2,3.3,4.5,10.6,62.7
2757,"Sausage,  pork",100,230,19,7.1,0.087,10.5,2.6,0,0,0,19.4,7.125,9.628,1.29,64.9
2013,"Sausage,  beef",100,230,17,6.1,0.046,15.27,2.59,0,2.35,0,17.2,6.08,8,1.58,60.97
6343,"Beef,  pan-browned",100,230,12,4.7,0.089,28.45,0,0,0,0,12.04,4.712,5.033,0.428,58.58
5828,"Fast Foods,  meat and skin and breading",100,230,12,3.3,0.092,23.51,6.03,0.1,0,0,12.44,3.316,6.011,2.066,55.45
2732,"KASHI Pizza,  unprepared",100,230,8.4,3.5,0.017,12.8,25.7,3.8,3.3,0,8.4,3.5,2.9,1,49.9
926,"LEAN POCKETS,  Ham N Cheddar",100,230,6.5,2.4,0.02,10.28,32.52,1.7,7.6,0,6.53,2.389,1.551,1.403,48.48
3632,"Chicken,  roasted",100,229,12,3.3,0.086,28.96,0,0,0,0,11.65,3.26,4.75,2.52,58.7
5485,"French toast,  made with low fat (2%) milk",100,229,11,2.7,0.116,7.7,25,0,0,0,10.8,2.723,4.524,2.594,54.7
5745,"ON THE BORDER,  cheese and lettuce",100,229,11,4.8,0.03,13.19,19.28,1.8,1.84,0.18,11.05,4.848,4.464,1.015,53.83
5080,"Restaurant,  pupusas con frijoles (pupusas",100,229,9,2.2,0,5.59,31.49,5.8,1.3,0,9.01,2.188,2.986,2.907,52.16
2760,"KELLOGG'S,  Low Fat",100,229,3.5,0.9,0.023,6.3,44.9,1.3,4.5,0,3.5,0.9,0.8,1.4,41.8
5951,"Fish,  batter-dipped and fried",100,228,14,3.2,0.059,18.62,6.39,0,0,0,13.82,3.205,5.935,3.701,60.09
3540,"Macaroni and cheese loaf,  pork and beef",100,228,15,5.6,0.044,11.76,11.63,0,0,0,14.96,5.614,7.614,1.657,57.63
4542,"Turnover,  frozen",100,228,13,5.5,0.031,7.87,20.67,0.8,7.87,0,12.6,5.512,4.298,2.019,57.21
921,"CHICK-FIL-A,  Chick-n-Strips",100,228,11,2.1,0.056,21.4,10.39,0.9,1.24,0,11.2,2.057,6.165,2.409,54.35
1194,"McDONALD'S,  Egg McMUFFIN",100,228,9.7,3.6,0.165,13.64,21.67,1.1,2.13,0.33,9.66,3.592,2.721,1.735,52.58
6729,"Fast foods,  and canadian bacon",100,228,9.7,3.6,0.168,13.64,21.67,0.4,2.13,0.33,9.66,3.592,2.721,1.735,52.58
4445,"McDONALD'S,  Premium Crispy Chicken Classic Sandwich",100,228,8.7,1.4,0.026,12.08,25.46,1.4,5.37,0,8.68,1.409,3.179,3.708,51.98
815,"McDONALD'S,  Hotcakes (plain)",100,228,5.8,1.2,0.013,6,38.27,1.4,8.84,3.34,5.84,1.158,1.236,2.978,48.24
1917,"Cocoa,  unsweetened",100,228,14,8.1,0,19.6,57.9,37,1.75,0,13.7,8.07,4.57,0.44,3
924,"Quail,  total edible",100,227,14,4,0.086,25.1,0,0,0,0,14.1,3.955,4.891,3.487,60
3586,"Salad dressing,  reduced calorie",100,227,13,1.9,0,0.4,27,0,25.92,0,13,1.872,3.029,7.527,59
2440,"Pancakes,  prepared from recipe",100,227,9.7,2.1,0.059,6.4,28.3,0,0,0,9.7,2.122,2.474,4.447,52.9
6001,"MORNINGSTAR FARMS Parmesan Garlic Wings,  unprepared",100,227,8.6,1.2,0.001,14.2,24.1,3.1,1.3,0,8.6,1.2,1.9,4.7,50.4
6453,"English muffins,  with ca prop (includes sourdough)",100,227,1.7,0.7,0,8.87,44.17,3.5,3.53,0,1.69,0.733,0.383,0.498,43.56
3191,"Kielbasa,  smoked",100,226,18,6.2,0.07,13.1,3.9,0,0,0,17.6,6.23,8.27,2.33,62
1217,"Turkey bacon,  unprepared",100,226,17,4.5,0.086,15.94,1.89,0,0,0,16.93,4.52,6.223,4.699,61.83
6106,"Fast foods,  hard shell",100,226,13,4.4,0.028,8.86,19.85,3.9,0.9,0,12.7,4.384,4.411,3.042,57.02
3564,"Veal,  braised",100,226,9.2,2.6,0.125,33.57,0,0,0,0,9.15,2.55,3.27,0.82,56.96
1969,"Pickle and pimiento loaf,  pork",100,225,16,5.3,0.058,11.23,8.46,1.5,8.46,0,15.95,5.287,7.06,2.804,60.29
1880,"TACO BELL,  Soft Taco with steak",100,225,12,3.4,0.031,11.81,17.22,1.6,0,0.15,12.1,3.369,3.937,3.485,56.82
1656,"Whipped topping,  low fat",100,224,13,11,0.002,3,23.6,0,23.6,0,13.1,11.273,0.838,0.269,59.7
391,"Chicken,  meatless",100,224,13,1.5,0,23.64,3.64,3.6,0,0,12.73,1.534,2.355,5.022,58.84
646,"Pie,  peach",100,224,10,1.5,0,1.9,32.9,0.8,16.23,0,10,1.508,4.241,3.749,54.4
3959,Corned beef and potatoes in tortilla (Apache),100,224,8.3,3.4,0.011,7.91,29.35,1.5,1.79,0,8.31,3.366,3.345,0.864,52.51
5319,"Frozen novelties,  SLIM-A-BEAR Chocolate Cone",100,224,4.1,1,0.002,4.09,45.32,4.3,24.62,0,4.1,1.001,0,0,45.51
404,"Corn bran,  crude",100,224,0.9,0.1,0,8.36,85.64,79,0,0,0.92,0.13,0.243,0.421,4.71
210,"Frankfurter,  turkey",100,223,17,4,0.077,12.23,3.81,0,1.21,0,17.29,4.028,5.736,3.949,62.99
140,"Frankfurter,  chicken",100,223,16,3.9,0.096,15.51,2.74,0,2.98,0,16.19,3.856,5.932,3.873,62.5
335,Roast beef spread,100,223,16,6.4,0.07,15.27,3.73,0.2,0.71,0,16.28,6.4,5.587,0.427,61.7
1072,"TACO BELL,  Nachos Supreme",100,223,12,2.5,0.014,6.21,21.39,3.7,1.63,0.87,12.48,2.549,6.661,2.496,58.15
1308,"English muffins,  wheat",100,223,2,0.3,0,8.7,44.8,4.6,1.56,0,2,0.287,0.28,0.834,42.3
1658,"Ice cream,  chocolate",100,222,13,7.5,0.091,4.1,22.2,0.7,21.16,0,13,7.46,3.49,0.46,59.8
2341,"Ice creams,  soft-serve",100,222,13,7.5,0.091,4.1,22.2,0.7,21.16,0,13,7.48,3.49,0.45,59.8
2048,"McDONALD'S,  Grilled",100,222,10,3.4,0,13.77,18.43,0.9,1.53,0.16,10.31,3.363,2.313,3.415,55.17
7116,"Fast foods,  and ranch sauce",100,222,10,3.4,0.041,13.77,18.43,0.9,1.53,0.16,10.31,3.363,2.313,3.415,55.17
2771,"Salad dressing,  reduced fat",100,222,12,0.8,0,0.58,31.22,1.5,16.86,0,11.52,0.842,4.518,3.852,54.28
7117,"MORNINGSTAR FARMS Breakfast Sausage Patties Maple Flavored,  unprepared",100,222,7.2,0.9,0.001,26.3,13.6,2,5.9,0,7.2,0.9,1.6,4,51.6
6476,KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,100,222,11,7.1,0.042,19.6,11.8,0,8.5,0,10.6,7.1,0,0,51.3
4838,"Tortillas,  without added salt",100,222,2.5,0.3,0,5.7,46.6,5.2,0,0,2.5,0.334,0.649,1.122,44.1
617,Carob flour,100,222,0.7,0.1,0,4.62,88.88,39.8,49.08,0,0.65,0.09,0.197,0.216,3.58
2947,"LOMA LINDA Little Links,  unprepared",100,221,14,2,0,19.4,5.5,4.2,0.8,0,13.5,2,3.5,7.7,60
4573,"Fish,  breaded and fried",100,221,13,3.5,0.084,18.2,7.54,0.4,0,0,12.67,3.476,5.32,2.917,59.76
4108,"Turkey,  bone removed",100,221,12,3.4,0.081,27.4,0,0,0,0,12.41,3.383,4.651,2.934,59.5
5229,"SUBWAY,  tuna sub on white bread with lettuce and tomato",100,221,12,2.2,0.028,12.33,15.95,0.7,1.93,0,12.04,2.192,2.835,6.897,58.17
7783,"Frozen novelties,  chocolate coated",100,221,10,5.5,0.01,6.4,26.11,0.8,8.52,0,10.1,5.528,2.7,1.359,56.2
3428,"McDONALD'S,  Premium Grilled Chicken Club Sandwich",100,221,8.1,2.9,0.046,17.19,19.87,1.2,2.89,0,8.05,2.89,2.508,2.16,52.52
1674,"Burrito,  frozen",100,221,6.3,1.3,0.002,7.07,34.01,3.4,3.21,0.04,6.3,1.343,1.298,3.104,50.99
4198,"MORNINGSTAR FARMS Chik'n Nuggets,  unprepared",100,221,10,1.5,0,14.4,21.8,4.9,2.2,0,10,1.5,2.7,5.3,50.9
2428,"Beef Pot Pie,  prepared",100,220,11,4.1,0.021,7.25,22.05,0.8,0,0,11.39,4.149,5.312,1.462,58.05
7462,"MORNINGSTAR FARMS Breakfast Pattie with Organic Soy,  unprepared",100,220,8.3,1,0,23.7,12.6,7.6,2.2,0,8.3,1,3.7,1.5,54.1
7557,"Fast foods,  and mayonnaise",100,220,8.1,3.1,0.046,17.19,19.87,1.2,4.68,0,8.05,3.109,2.949,1.88,52.52
719,"Sauce,  ready-to-serve",100,220,3.4,0.6,0.003,3.31,44.08,2.8,27.26,0,3.39,0.568,0.963,1.698,44.23
7409,"SUPPER BAKES MEAL KITS,  Garlic Chicken with pasta (chicken not included)",100,220,1,0.5,0.005,9.76,42.93,2,6.83,0,0.98,0.488,0,0,42
4117,"Cocoa,  processed with alkali",100,220,13,7.8,0,18.1,58.3,29.8,1.76,0,13.1,7.76,4.39,0.42,2.7
3182,"WORTHINGTON Saucettes,  unprepared",100,219,15,,0.002,15,5.6,2.8,0.2,0,15.2,0,0,0,62.4
2880,"WORTHINGTON Super Links,  unprepared",100,219,16,2.1,0.001,14.5,5.5,1.8,0.6,0,15.5,2.1,3.1,8.4,62.1
6640,"Fast foods,  and tomatoes",100,219,12,2.5,0.014,6.21,21.39,3.7,1.63,0.87,12.48,2.549,6.661,2.496,58.15
6701,"Restaurant,  fried",100,219,11,1.9,0.036,13.49,16.89,0.9,0.45,0,10.79,1.876,2.311,5.334,56.74
6449,"Restaurant,  cheese and lettuce",100,219,11,4.5,0.034,12.56,17.92,1.5,2.39,0.39,10.81,4.486,4.229,1.203,56.5
